matrix,method,best,mc64,none
rand_021_n24,SOR,False,False,False
rand_022_n25,Gauss-Seidel,False,False,False
rand_022_n25,Jacobi,False,False,False
rand_022_n25,SOR,False,False,False
rand_023_n26,Gauss-Seidel,False,False,False
rand_023_n26,Jacobi,False,False,False
rand_023_n26,SOR,False,False,False
rand_024_n27,Gauss-Seidel,False,False,False
rand_024_n27,Jacobi,False,False,False
rand_024_n27,SOR,False,False,False
rand_025_n28,Gauss-Seidel,False,False,False
rand_025_n28,Jacobi,False,False,False
rand_025_n28,SOR,False,False,False
rand_026_n30,Gauss-Seidel,False,False,False
rand_026_n30,Jacobi,False,False,False
rand_026_n30,SOR,False,False,False
rand_027_n31,Gauss-Seidel,False,False,False
rand_027_n31,Jacobi,False,False,False
rand_027_n31,SOR,False,False,False
rand_028_n32,Gauss-Seidel,False,False,False
rand_028_n32,Jacobi,False,False,False
rand_028_n32,SOR,False,False,False
rand_029_n34,Gauss-Seidel,False,False,False
rand_029_n34,Jacobi,False,False,False
rand_029_n34,SOR,False,False,False
rand_030_n35,Gauss-Seidel,False,False,False
rand_030_n35,Jacobi,False,False,False
rand_030_n35,SOR,False,False,False
rand_031_n36,Gauss-Seidel,False,False,False
rand_031_n36,Jacobi,False,False,False
rand_031_n36,SOR,False,False,False
rand_032_n38,Gauss-Seidel,False,False,False
rand_032_n38,Jacobi,False,False,False
rand_032_n38,SOR,False,False,False
rand_033_n38,Gauss-Seidel,False,False,False
rand_033_n38,Jacobi,False,False,False
rand_033_n38,SOR,False,False,False
rand_034_n40,Gauss-Seidel,False,False,False
rand_034_n40,Jacobi,False,False,False
rand_034_n40,SOR,False,False,False
rand_035_n41,Gauss-Seidel,False,False,False
rand_035_n41,Jacobi,False,False,False
rand_035_n41,SOR,False,False,False
rand_036_n43,Gauss-Seidel,False,False,False
rand_036_n43,Jacobi,False,False,False
rand_036_n43,SOR,False,False,False
rand_037_n45,Gauss-Seidel,False,False,False
rand_037_n45,Jacobi,False,False,False
rand_037_n45,SOR,False,False,False
rand_038_n47,Gauss-Seidel,False,False,False
rand_038_n47,Jacobi,False,False,False
rand_038_n47,SOR,False,False,False
rand_039_n48,Gauss-Seidel,False,False,False
rand_039_n48,Jacobi,False,False,False
rand_039_n48,SOR,False,False,False
rand_040_n49,Gauss-Seidel,False,False,False
rand_040_n49,Jacobi,False,False,False
rand_040_n49,SOR,False,False,False
rand_041_n51,Gauss-Seidel,False,False,False
rand_041_n51,Jacobi,False,False,False
rand_041_n51,SOR,False,False,False
rand_042_n51,Gauss-Seidel,False,False,False
rand_042_n51,Jacobi,False,False,False
rand_042_n51,SOR,False,False,False
rand_043_n53,Gauss-Seidel,False,False,False
rand_043_n53,Jacobi,False,False,False
rand_043_n53,SOR,False,False,False
rand_044_n55,Gauss-Seidel,False,False,False
rand_044_n55,Jacobi,False,False,False
rand_044_n55,SOR,False,False,False
rand_045_n57,Gauss-Seidel,False,False,False
rand_045_n57,Jacobi,False,False,False
rand_045_n57,SOR,False,False,False
rand_046_n60,Gauss-Seidel,False,False,False
rand_046_n60,Jacobi,False,False,False
rand_046_n60,SOR,False,False,False
rand_047_n62,Gauss-Seidel,False,False,False
rand_047_n62,Jacobi,False,False,False
rand_047_n62,SOR,False,False,False
rand_048_n65,Gauss-Seidel,False,False,False
rand_048_n65,Jacobi,False,False,False
rand_048_n65,SOR,False,False,False
rand_049_n68,Gauss-Seidel,False,False,False
rand_049_n68,Jacobi,False,False,False
rand_049_n68,SOR,False,False,False
rand_050_n71,Gauss-Seidel,False,False,False
rand_050_n71,Jacobi,False,False,False
rand_050_n71,SOR,False,False,False
rand_051_n74,Gauss-Seidel,False,False,False
rand_051_n74,Jacobi,False,False,False
rand_051_n74,SOR,False,False,False
rand_052_n76,Gauss-Seidel,False,False,False
rand_052_n76,Jacobi,False,False,False
rand_052_n76,SOR,False,False,False
rand_053_n77,Gauss-Seidel,False,False,False
rand_053_n77,Jacobi,False,False,False
rand_053_n77,SOR,False,False,False
rand_054_n80,Gauss-Seidel,False,False,False
rand_054_n80,Jacobi,False,False,False
rand_054_n80,SOR,False,False,False
rand_055_n83,Gauss-Seidel,False,False,False
rand_055_n83,Jacobi,False,False,False
rand_055_n83,SOR,False,False,False
rand_056_n83,Gauss-Seidel,False,False,False
rand_056_n83,Jacobi,False,False,False
rand_056_n83,SOR,False,False,False
rand_057_n87,Gauss-Seidel,False,False,False
rand_057_n87,Jacobi,False,False,False
rand_057_n87,SOR,False,False,False
rand_058_n90,Gauss-Seidel,False,False,False
rand_058_n90,Jacobi,False,False,False
rand_058_n90,SOR,False,False,False
rand_059_n94,Gauss-Seidel,False,False,False
rand_059_n94,Jacobi,False,False,False
rand_059_n94,SOR,False,False,False
rand_060_n98,Gauss-Seidel,False,False,False
rand_060_n98,Jacobi,False,False,False
rand_060_n98,SOR,False,False,False
rand_061_n98,Gauss-Seidel,False,False,False
rand_061_n98,Jacobi,False,False,False
rand_061_n98,SOR,False,False,False
rand_062_n102,Gauss-Seidel,False,False,False
rand_062_n102,Jacobi,False,False,False
rand_062_n102,SOR,False,False,False
rand_063_n107,Gauss-Seidel,False,False,False
rand_063_n107,Jacobi,False,False,False
rand_063_n107,SOR,False,False,False
rand_064_n111,Gauss-Seidel,False,False,False
rand_064_n111,Jacobi,False,False,False
rand_064_n111,SOR,False,False,False
rand_065_n113,Gauss-Seidel,False,False,False
rand_065_n113,Jacobi,False,False,False
rand_065_n113,SOR,False,False,False
rand_066_n116,Gauss-Seidel,False,False,False
rand_066_n116,Jacobi,False,False,False
rand_066_n116,SOR,False,False,False
rand_067_n121,Gauss-Seidel,False,False,False
rand_067_n121,Jacobi,False,False,False
rand_067_n121,SOR,False,False,False
rand_068_n126,Gauss-Seidel,False,False,False
rand_068_n126,Jacobi,False,False,False
rand_068_n126,SOR,False,False,False
rand_069_n131,Gauss-Seidel,False,False,False
rand_069_n131,Jacobi,False,False,False
rand_069_n131,SOR,False,False,False
rand_070_n137,Gauss-Seidel,False,False,False
rand_070_n137,Jacobi,False,False,False
rand_070_n137,SOR,False,False,False
rand_071_n143,Gauss-Seidel,False,False,False
rand_071_n143,Jacobi,False,False,False
rand_071_n143,SOR,False,False,False
rand_072_n149,Gauss-Seidel,False,False,False
rand_072_n149,Jacobi,False,False,False
rand_072_n149,SOR,False,False,False
rand_073_n155,Gauss-Seidel,False,False,False
rand_073_n155,Jacobi,False,False,False
rand_073_n155,SOR,False,False,False
rand_074_n161,Gauss-Seidel,False,False,False
rand_074_n161,Jacobi,False,False,False
rand_074_n161,SOR,False,False,False
rand_075_n168,Gauss-Seidel,False,False,False
rand_075_n168,Jacobi,False,False,False
rand_075_n168,SOR,False,False,False
rand_076_n175,Gauss-Seidel,False,False,False
rand_076_n175,Jacobi,False,False,False
rand_076_n175,SOR,False,False,False
rand_077_n183,Gauss-Seidel,False,False,False
rand_077_n183,Jacobi,False,False,False
rand_077_n183,SOR,False,False,False
rand_078_n190,Gauss-Seidel,False,False,False
rand_078_n190,Jacobi,False,False,False
rand_078_n190,SOR,False,False,False
rand_079_n198,Gauss-Seidel,False,False,False
rand_079_n198,Jacobi,False,False,False
rand_079_n198,SOR,False,False,False
rand_080_n207,Gauss-Seidel,False,False,False
rand_080_n207,Jacobi,False,False,False
rand_080_n207,SOR,False,False,False
rand_081_n208,Gauss-Seidel,False,False,False
rand_081_n208,Jacobi,False,False,False
rand_081_n208,SOR,False,False,False
rand_082_n215,Gauss-Seidel,False,False,False
rand_082_n215,Jacobi,False,False,False
rand_082_n215,SOR,False,False,False
rand_083_n218,Gauss-Seidel,False,False,False
rand_083_n218,Jacobi,False,False,False
rand_083_n218,SOR,False,False,False
rand_084_n223,Gauss-Seidel,False,False,False
rand_084_n223,Jacobi,False,False,False
rand_084_n223,SOR,False,False,False
rand_085_n225,Gauss-Seidel,False,False,False
rand_085_n225,Jacobi,False,False,False
rand_085_n225,SOR,False,False,False
rand_086_n229,Gauss-Seidel,False,False,False
rand_086_n229,Jacobi,False,False,False
rand_086_n229,SOR,False,False,False
rand_087_n234,Gauss-Seidel,False,False,False
rand_087_n234,Jacobi,False,False,False
rand_087_n234,SOR,False,False,False
rand_088_n239,Gauss-Seidel,False,False,False
rand_088_n239,Jacobi,False,False,False
rand_088_n239,SOR,False,False,False
rand_089_n244,Gauss-Seidel,False,False,False
rand_089_n244,Jacobi,False,False,False
rand_089_n244,SOR,False,False,False
rand_090_n254,Gauss-Seidel,False,False,False
rand_090_n254,Jacobi,False,False,False
rand_090_n254,SOR,False,False,False
rand_091_n259,Gauss-Seidel,False,False,False
rand_091_n259,Jacobi,False,False,False
rand_091_n259,SOR,False,False,False
rand_092_n261,Gauss-Seidel,False,False,False
rand_092_n261,Jacobi,False,False,False
rand_092_n261,SOR,False,False,False
rand_093_n262,Gauss-Seidel,False,False,False
rand_093_n262,Jacobi,False,False,False
rand_093_n262,SOR,False,False,False
rand_094_n265,Gauss-Seidel,False,False,False
rand_094_n265,Jacobi,False,False,False
rand_094_n265,SOR,False,False,False
rand_095_n276,Gauss-Seidel,False,False,False
rand_095_n276,Jacobi,False,False,False
rand_095_n276,SOR,False,False,False
rand_096_n277,Gauss-Seidel,False,False,False
rand_096_n277,Jacobi,False,False,False
rand_096_n277,SOR,False,False,False
rand_097_n280,Gauss-Seidel,False,False,False
rand_097_n280,Jacobi,False,False,False
rand_097_n280,SOR,False,False,False
rand_098_n288,Gauss-Seidel,False,False,False
rand_098_n288,Jacobi,False,False,False
rand_098_n288,SOR,False,False,False
rand_099_n293,Gauss-Seidel,False,False,False
rand_099_n293,Jacobi,False,False,False
rand_099_n293,SOR,False,False,False
rand_100_n300,Gauss-Seidel,False,False,False
rand_100_n300,Jacobi,False,False,False
rand_100_n300,SOR,False,False,False
rdb1250,Gauss-Seidel,False,False,False
rdb1250,Jacobi,False,False,False
rdb1250,SOR,False,False,False
rdb1250l,Gauss-Seidel,False,False,False
rdb1250l,Jacobi,False,False,False
rdb1250l,SOR,False,False,False
rdb200,Gauss-Seidel,False,False,False
rdb200,Jacobi,False,False,False
rdb200,SOR,False,False,False
rdb200l,Gauss-Seidel,True,True,False
rdb200l,Jacobi,True,True,False
rdb200l,SOR,False,False,False
rdb2048,Gauss-Seidel,False,False,False
rdb2048,Jacobi,False,False,False
rdb2048,SOR,False,False,False
rdb2048_noL,Gauss-Seidel,False,False,False
rdb2048_noL,Jacobi,False,False,False
rdb2048_noL,SOR,False,False,False
rdb3200l,Gauss-Seidel,False,False,False
rdb3200l,Jacobi,False,False,False
rdb3200l,SOR,False,False,False
rdb450,Gauss-Seidel,False,False,False
rdb450,Jacobi,False,False,False
rdb450,SOR,False,False,False
rdb450l,Gauss-Seidel,False,False,False
rdb450l,Jacobi,False,False,False
rdb450l,SOR,False,False,False
rdb5000,Gauss-Seidel,False,False,False
rdb5000,Jacobi,False,False,False
rdb5000,SOR,False,False,False
rdb800l,Gauss-Seidel,False,False,False
rdb800l,Jacobi,False,False,False
rdb800l,SOR,False,False,False
rdb968,Gauss-Seidel,False,False,False
rdb968,Jacobi,False,False,False
rdb968,SOR,False,False,False
rdist1,Gauss-Seidel,False,False,False
rdist1,Jacobi,False,False,False
rdist1,SOR,False,False,False
rdist2,Gauss-Seidel,False,False,False
rdist2,Jacobi,False,False,False
rdist2,SOR,False,False,False
rdist3a,Gauss-Seidel,False,False,False
rdist3a,Jacobi,False,False,False
rdist3a,SOR,False,False,False
reorientation_1,Gauss-Seidel,False,False,False
reorientation_1,Jacobi,False,False,False
reorientation_1,SOR,False,False,False
reorientation_2,Gauss-Seidel,False,False,False
reorientation_2,Jacobi,False,False,False
reorientation_2,SOR,False,False,False
reorientation_3,Gauss-Seidel,False,False,False
reorientation_3,Jacobi,False,False,False
reorientation_3,SOR,False,False,False
reorientation_4,Gauss-Seidel,False,False,False
reorientation_4,Jacobi,False,False,False
reorientation_4,SOR,False,False,False
reorientation_5,Gauss-Seidel,False,False,False
reorientation_5,Jacobi,False,False,False
reorientation_5,SOR,False,False,False
reorientation_6,Gauss-Seidel,False,False,False
reorientation_6,Jacobi,False,False,False
reorientation_6,SOR,False,False,False
reorientation_7,Gauss-Seidel,False,False,False
reorientation_7,Jacobi,False,False,False
reorientation_7,SOR,False,False,False
reorientation_8,Gauss-Seidel,False,False,False
reorientation_8,Jacobi,False,False,False
reorientation_8,SOR,False,False,False
robot,Gauss-Seidel,False,False,False
robot,Jacobi,False,False,False
robot,SOR,False,False,False
rotor1,Gauss-Seidel,True,True,False
rotor1,Jacobi,True,True,False
rotor1,SOR,True,True,False
rotor2,Gauss-Seidel,False,False,False
rotor2,Jacobi,False,False,False
rotor2,SOR,False,False,False
rw136,Gauss-Seidel,False,False,False
rw136,Jacobi,False,False,False
rw136,SOR,False,False,False
rw496,Gauss-Seidel,False,False,False
rw496,Jacobi,False,False,False
rw496,SOR,False,False,False
rw5151,Gauss-Seidel,False,False,False
rw5151,Jacobi,False,False,False
rw5151,SOR,False,False,False
s1rmq4m1,Gauss-Seidel,False,False,False
s1rmq4m1,Jacobi,False,False,False
s1rmq4m1,SOR,False,False,False
s1rmt3m1,Gauss-Seidel,False,False,False
s1rmt3m1,Jacobi,False,False,False
s1rmt3m1,SOR,False,False,False
s2rmq4m1,Gauss-Seidel,False,False,False
s2rmq4m1,Jacobi,False,False,False
s2rmq4m1,SOR,False,False,False
s2rmt3m1,Gauss-Seidel,False,False,False
s2rmt3m1,Jacobi,False,False,False
s2rmt3m1,SOR,False,False,False
s3rmq4m1,Gauss-Seidel,False,False,False
s3rmq4m1,Jacobi,False,False,False
s3rmq4m1,SOR,False,False,False
s3rmt3m1,Gauss-Seidel,False,False,False
s3rmt3m1,Jacobi,False,False,False
s3rmt3m1,SOR,False,False,False
s3rmt3m3,Gauss-Seidel,False,False,False
s3rmt3m3,Jacobi,False,False,False
s3rmt3m3,SOR,False,False,False
saylr1,Gauss-Seidel,False,False,False
saylr1,Jacobi,False,False,False
saylr1,SOR,False,False,False
saylr3,Gauss-Seidel,False,False,False
saylr3,Jacobi,False,False,False
saylr3,SOR,True,True,True
saylr4,Gauss-Seidel,False,False,False
saylr4,Jacobi,False,False,False
saylr4,SOR,False,False,False
semeion_10NN,Gauss-Seidel,False,False,False
semeion_10NN,Jacobi,False,False,False
semeion_10NN,SOR,False,False,False
sherman1,Gauss-Seidel,False,False,False
sherman1,Jacobi,False,False,False
sherman1,SOR,True,True,True
sherman2,Gauss-Seidel,False,False,False
sherman2,Jacobi,False,False,False
sherman2,SOR,False,False,False
sherman3,Gauss-Seidel,False,False,False
sherman3,Jacobi,False,False,False
sherman3,SOR,False,False,False
sherman4,Gauss-Seidel,True,True,True
sherman4,Jacobi,True,True,True
sherman4,SOR,True,True,True
sherman5,Gauss-Seidel,True,True,False
sherman5,Jacobi,False,False,False
sherman5,SOR,False,False,False
shermanACa,Gauss-Seidel,False,False,False
shermanACa,Jacobi,False,False,False
shermanACa,SOR,True,True,False
shermanACd,Gauss-Seidel,False,False,False
shermanACd,Jacobi,False,False,False
shermanACd,SOR,False,False,False
shyy41,Gauss-Seidel,False,False,False
shyy41,Jacobi,False,False,False
shyy41,SOR,False,False,False
sinc12,Gauss-Seidel,False,False,False
sinc12,Jacobi,False,False,False
sinc12,SOR,False,False,False
spaceShuttleEntry_1,Gauss-Seidel,False,False,False
spaceShuttleEntry_1,Jacobi,False,False,False
spaceShuttleEntry_1,SOR,False,False,False
spaceShuttleEntry_2,Gauss-Seidel,False,False,False
spaceShuttleEntry_2,Jacobi,False,False,False
spaceShuttleEntry_2,SOR,False,False,False
spaceShuttleEntry_3,Gauss-Seidel,False,False,False
spaceShuttleEntry_3,Jacobi,False,False,False
spaceShuttleEntry_3,SOR,False,False,False
spaceShuttleEntry_4,Gauss-Seidel,False,False,False
spaceShuttleEntry_4,Jacobi,False,False,False
spaceShuttleEntry_4,SOR,False,False,False
spaceStation_1,Gauss-Seidel,False,False,False
spaceStation_1,Jacobi,False,False,False
spaceStation_1,SOR,False,False,False
spaceStation_10,Gauss-Seidel,False,False,False
spaceStation_10,Jacobi,False,False,False
spaceStation_10,SOR,False,False,False
spaceStation_11,Gauss-Seidel,False,False,False
spaceStation_11,Jacobi,False,False,False
spaceStation_11,SOR,False,False,False
spaceStation_12,Gauss-Seidel,False,False,False
spaceStation_12,Jacobi,False,False,False
spaceStation_12,SOR,False,False,False
spaceStation_13,Gauss-Seidel,False,False,False
spaceStation_13,Jacobi,False,False,False
spaceStation_13,SOR,False,False,False
spaceStation_14,Gauss-Seidel,False,False,False
spaceStation_14,Jacobi,False,False,False
spaceStation_14,SOR,False,False,False
spaceStation_2,Gauss-Seidel,False,False,False
spaceStation_2,Jacobi,False,False,False
spaceStation_2,SOR,False,False,False
spaceStation_3,Gauss-Seidel,False,False,False
spaceStation_3,Jacobi,False,False,False
spaceStation_3,SOR,False,False,False
spaceStation_4,Gauss-Seidel,False,False,False
spaceStation_4,Jacobi,False,False,False
spaceStation_4,SOR,False,False,False
spaceStation_5,Gauss-Seidel,False,False,False
spaceStation_5,Jacobi,False,False,False
spaceStation_5,SOR,False,False,False
spaceStation_6,Gauss-Seidel,False,False,False
spaceStation_6,Jacobi,False,False,False
spaceStation_6,SOR,False,False,False
spaceStation_7,Gauss-Seidel,False,False,False
spaceStation_7,Jacobi,False,False,False
spaceStation_7,SOR,False,False,False
spaceStation_8,Gauss-Seidel,False,False,False
spaceStation_8,Jacobi,False,False,False
spaceStation_8,SOR,False,False,False
spaceStation_9,Gauss-Seidel,False,False,False
spaceStation_9,Jacobi,False,False,False
spaceStation_9,SOR,False,False,False
spiral,Gauss-Seidel,False,False,False
spiral,Jacobi,False,False,False
spiral,SOR,False,False,False
steam1,Gauss-Seidel,True,True,False
steam1,Jacobi,False,False,False
steam1,SOR,False,False,False
steam2,Gauss-Seidel,True,True,True
steam2,Jacobi,True,True,True
steam2,SOR,False,False,False
steam3,Gauss-Seidel,True,True,True
steam3,Jacobi,True,True,True
steam3,SOR,False,False,False
str_0,Gauss-Seidel,True,True,False
str_0,Jacobi,True,True,False
str_0,SOR,True,True,False
str_200,Gauss-Seidel,False,False,False
str_200,Jacobi,False,False,False
str_200,SOR,False,False,False
str_400,Gauss-Seidel,False,False,False
str_400,Jacobi,False,False,False
str_400,SOR,False,False,False
str_600,Gauss-Seidel,False,False,False
str_600,Jacobi,False,False,False
str_600,SOR,False,False,False
sts4098,Gauss-Seidel,True,True,True
sts4098,Jacobi,False,False,False
sts4098,SOR,True,True,True
swang1,Gauss-Seidel,True,True,True
swang1,Jacobi,True,True,True
swang1,SOR,True,True,True
swang2,Gauss-Seidel,True,True,True
swang2,Jacobi,True,True,True
swang2,SOR,True,True,True
t2d_q4,Gauss-Seidel,True,True,True
t2d_q4,Jacobi,False,False,False
t2d_q4,SOR,True,True,True
t2d_q9,Gauss-Seidel,True,True,True
t2d_q9,Jacobi,False,False,False
t2d_q9,SOR,True,True,True
t2dal,Gauss-Seidel,False,False,False
t2dal,Jacobi,False,False,False
t2dal,SOR,False,False,False
t2dal_a,Gauss-Seidel,False,False,False
t2dal_a,Jacobi,False,False,False
t2dal_a,SOR,False,False,False
t2dal_bci,Gauss-Seidel,False,False,False
t2dal_bci,Jacobi,False,False,False
t2dal_bci,SOR,False,False,False
t2dal_e,Gauss-Seidel,True,True,True
t2dal_e,Jacobi,True,True,True
t2dal_e,SOR,True,True,True
thermal,Gauss-Seidel,True,True,True
thermal,Jacobi,False,False,False
thermal,SOR,True,True,True
tols1090,Gauss-Seidel,True,True,False
tols1090,Jacobi,True,True,False
tols1090,SOR,True,True,False
tols2000,Gauss-Seidel,True,True,False
tols2000,Jacobi,True,True,False
tols2000,SOR,True,True,False
tols340,Gauss-Seidel,True,True,False
tols340,Jacobi,True,True,False
tols340,SOR,True,True,False
tols4000,Gauss-Seidel,True,True,False
tols4000,Jacobi,True,True,False
tols4000,SOR,True,True,False
tols90,Gauss-Seidel,True,True,False
tols90,Jacobi,True,True,False
tols90,SOR,True,True,False
tomography,Gauss-Seidel,True,True,True
tomography,Jacobi,True,True,True
tomography,SOR,True,True,True
tub100,Gauss-Seidel,True,True,True
tub100,Jacobi,False,False,False
tub100,SOR,True,True,True
tub1000,Gauss-Seidel,False,False,False
tub1000,Jacobi,False,False,False
tub1000,SOR,False,False,False
tumorAntiAngiogenesis_1,Gauss-Seidel,False,False,False
tumorAntiAngiogenesis_1,Jacobi,False,False,False
tumorAntiAngiogenesis_1,SOR,False,False,False
tumorAntiAngiogenesis_2,Gauss-Seidel,False,False,False
tumorAntiAngiogenesis_2,Jacobi,False,False,False
tumorAntiAngiogenesis_2,SOR,False,False,False
tumorAntiAngiogenesis_3,Gauss-Seidel,False,False,False
tumorAntiAngiogenesis_3,Jacobi,False,False,False
tumorAntiAngiogenesis_3,SOR,False,False,False
tumorAntiAngiogenesis_4,Gauss-Seidel,True,True,False
tumorAntiAngiogenesis_4,Jacobi,True,True,False
tumorAntiAngiogenesis_4,SOR,False,False,False
tumorAntiAngiogenesis_5,Gauss-Seidel,False,False,False
tumorAntiAngiogenesis_5,Jacobi,False,False,False
tumorAntiAngiogenesis_5,SOR,False,False,False
tumorAntiAngiogenesis_6,Gauss-Seidel,True,True,False
tumorAntiAngiogenesis_6,Jacobi,True,True,False
tumorAntiAngiogenesis_6,SOR,False,False,False
tumorAntiAngiogenesis_7,Gauss-Seidel,False,False,False
tumorAntiAngiogenesis_7,Jacobi,False,False,False
tumorAntiAngiogenesis_7,SOR,False,False,False
tumorAntiAngiogenesis_8,Gauss-Seidel,True,True,False
tumorAntiAngiogenesis_8,Jacobi,True,True,False
tumorAntiAngiogenesis_8,SOR,False,False,False
umistfacesnorm_10NN,Gauss-Seidel,False,False,False
umistfacesnorm_10NN,Jacobi,False,False,False
umistfacesnorm_10NN,SOR,False,False,False
utm1700b,Gauss-Seidel,False,False,False
utm1700b,Jacobi,False,False,False
utm1700b,SOR,False,False,False
utm300,Gauss-Seidel,False,False,False
utm300,Jacobi,False,False,False
utm300,SOR,False,False,False
utm3060,Gauss-Seidel,False,False,False
utm3060,Jacobi,False,False,False
utm3060,SOR,False,False,False
utm5940,Gauss-Seidel,False,False,False
utm5940,Jacobi,False,False,False
utm5940,SOR,False,False,False
viscoplastic1,Gauss-Seidel,False,False,False
viscoplastic1,Jacobi,False,False,False
viscoplastic1,SOR,False,False,False
wang1,Gauss-Seidel,True,True,True
wang1,Jacobi,True,True,True
wang1,SOR,True,True,True
wang2,Gauss-Seidel,True,True,True
wang2,Jacobi,False,False,False
wang2,SOR,True,True,True
watt_1,Gauss-Seidel,True,True,True
watt_1,Jacobi,True,True,True
watt_1,SOR,True,True,True
watt_2,Gauss-Seidel,False,False,False
watt_2,Jacobi,False,False,False
watt_2,SOR,False,False,False
west0067,Gauss-Seidel,False,False,False
west0067,Jacobi,False,False,False
west0067,SOR,False,False,False
west0132,Gauss-Seidel,True,True,False
west0132,Jacobi,False,False,False
west0132,SOR,False,False,False
west0156,Gauss-Seidel,False,False,False
west0156,Jacobi,False,False,False
west0156,SOR,False,False,False
west0167,Gauss-Seidel,True,True,False
west0167,Jacobi,False,False,False
west0167,SOR,False,False,False
west0381,Gauss-Seidel,False,False,False
west0381,Jacobi,False,False,False
west0381,SOR,False,False,False
west0479,Gauss-Seidel,False,False,False
west0479,Jacobi,False,False,False
west0479,SOR,False,False,False
west0497,Gauss-Seidel,False,False,False
west0497,Jacobi,False,False,False
west0497,SOR,False,False,False
west0655,Gauss-Seidel,False,False,False
west0655,Jacobi,False,False,False
west0655,SOR,False,False,False
west0989,Gauss-Seidel,False,False,False
west0989,Jacobi,False,False,False
west0989,SOR,False,False,False
west1505,Gauss-Seidel,False,False,False
west1505,Jacobi,False,False,False
west1505,SOR,False,False,False
west2021,Gauss-Seidel,False,False,False
west2021,Jacobi,False,False,False
west2021,SOR,False,False,False
windtunnel_evap2d,Gauss-Seidel,False,False,False
windtunnel_evap2d,Jacobi,False,False,False
windtunnel_evap2d,SOR,False,False,False
ww_36_pmec_36,Gauss-Seidel,False,False,False
ww_36_pmec_36,Jacobi,False,False,False
ww_36_pmec_36,SOR,False,False,False
yeast_30NN,Gauss-Seidel,False,False,False
yeast_30NN,Jacobi,False,False,False
yeast_30NN,SOR,False,False,False
young3c,Gauss-Seidel,False,False,False
young3c,Jacobi,False,False,False
young3c,SOR,False,False,False
zenios,Gauss-Seidel,False,False,False
zenios,Jacobi,False,False,False
zenios,SOR,False,False,False
